,n_models,instance,method,status,time,objective,message
77,6,8,decomp,optimal,0.10026049613952637,123.79186660688333,
78,6,9,direct,unbounded,0.23184871673583984,,Problem is unbounded
79,6,9,decomp,optimal,0.0690159797668457,111.06437211693438,
80,7,0,direct,optimal,0.7195754051208496,126.30435781060241,
81,7,0,decomp,optimal,0.12242317199707031,126.30435781060241,
82,7,1,direct,suboptimal,0.3850231170654297,156.05946921468137,
83,7,1,decomp,optimal,0.0866999626159668,156.05946921468131,
84,7,2,direct,suboptimal,0.617311954498291,108.57557878575419,
85,7,2,decomp,optimal,0.10136079788208008,108.57557878575419,
86,7,3,direct,suboptimal,0.4167015552520752,128.6357915091473,
87,7,3,decomp,optimal,0.10026383399963379,128.6357915091473,
88,7,4,direct,optimal,0.7743268013000488,183.33237725136888,
89,7,4,decomp,optimal,0.08088898658752441,183.33237725136888,
90,7,5,direct,suboptimal,0.554445743560791,64.08605658251467,
91,7,5,decomp,optimal,0.13151288032531738,64.08605658251459,
92,7,6,direct,suboptimal,0.41621994972229004,142.26971345717706,
93,7,6,decomp,optimal,0.08124327659606934,142.26971345717683,
94,7,7,direct,optimal,0.34461545944213867,102.3890106135884,
95,7,7,decomp,optimal,0.10027360916137695,102.3890106135884,
96,7,8,direct,unbounded,0.31647562980651855,,Problem is unbounded
97,7,8,decomp,optimal,0.13254070281982422,53.4910419530345,
98,7,9,direct,optimal,0.8331711292266846,117.92029150283409,
99,7,9,decomp,optimal,0.08118557929992676,117.92029150283375,
100,8,0,direct,suboptimal,0.9871680736541748,108.9452641399298,
101,8,0,decomp,optimal,0.11591958999633789,108.9452641399298,
102,8,1,direct,optimal,0.3696119785308838,122.68315489910387,
103,8,1,decomp,optimal,0.08463644981384277,122.68315489910387,
104,8,2,direct,optimal,0.2695620059967041,178.7542105673633,
105,8,2,decomp,optimal,0.08463740348815918,178.75421056736332,
106,8,3,direct,optimal,0.8868966102600098,152.71253566496458,
107,8,3,decomp,optimal,0.12120842933654785,152.71253566496458,
108,8,4,direct,optimal,0.38547706604003906,118.64275231241888,
109,8,4,decomp,optimal,0.14063763618469238,118.6427523124189,
110,8,5,direct,suboptimal,1.1919145584106445,48.91347036897133,
111,8,5,decomp,optimal,0.10474586486816406,48.91347036897133,
112,8,6,direct,optimal,0.7175323963165283,140.28628728212584,
113,8,6,decomp,optimal,0.13152527809143066,140.28628728212584,
114,8,7,direct,suboptimal,1.1184487342834473,90.2713615630394,
115,8,7,decomp,optimal,0.12152266502380371,90.2713615630394,
116,8,8,direct,optimal,0.8213663101196289,46.33204773957877,
117,8,8,decomp,optimal,0.10026359558105469,46.33204773957877,
118,8,9,direct,optimal,1.1485285758972168,166.32889119978515,
119,8,9,decomp,optimal,0.10027003288269043,166.32889119978466,
120,9,0,direct,optimal,1.1182734966278076,105.6738636358904,
121,9,0,decomp,optimal,0.1511843204498291,105.6738636358904,
122,9,1,direct,optimal,0.871208667755127,196.35738213642733,
123,9,1,decomp,optimal,0.08463907241821289,196.3573821364273,
124,9,2,direct,unbounded,0.3705282211303711,,Problem is unbounded
125,9,2,decomp,optimal,0.1214144229888916,102.91215048148933,
126,9,3,direct,optimal,0.7240750789642334,106.98579751341605,
127,9,3,decomp,optimal,0.13802242279052734,106.98579751341603,
128,9,4,direct,optimal,0.9803342819213867,93.78282419229947,
129,9,4,decomp,optimal,0.11588692665100098,93.78282419229947,
130,9,5,direct,optimal,0.4323413372039795,117.7198936487831,
131,9,5,decomp,optimal,0.1158914566040039,117.7198936487831,
132,9,6,direct,optimal,0.7175321578979492,73.09289245850859,
133,9,6,decomp,optimal,0.134169340133667,73.09289245850859,
134,9,7,direct,optimal,0.485731840133667,139.9195613145515,
135,9,7,decomp,optimal,0.16278791427612305,139.91956131455183,
136,9,8,direct,optimal,0.351762056350708,134.83215911471189,
137,9,8,decomp,optimal,0.14716625213623047,134.8321591147118,
138,9,9,direct,optimal,0.6081790924072266,102.24240428708372,
139,9,9,decomp,optimal,0.1159052848815918,102.24240428708373,
140,10,0,direct,optimal,0.43752098083496094,130.65948504686386,
141,10,0,decomp,optimal,0.15165066719055176,130.65948504686392,
142,10,1,direct,optimal,0.9025044441223145,32.81551516193863,
143,10,1,decomp,optimal,0.15166711807250977,32.81551516193862,
144,10,2,direct,optimal,0.7396764755249023,174.704012915656,
145,10,2,decomp,optimal,0.1158909797668457,174.704012915656,
146,10,3,direct,suboptimal,1.5240676403045654,93.77775481723273,
147,10,3,decomp,optimal,0.1529240608215332,93.77775481723273,
148,10,4,direct,optimal,0.5691084861755371,116.00487317693717,
149,10,4,decomp,optimal,0.16217923164367676,116.00487317693708,
150,10,5,direct,optimal,1.0493884086608887,93.16543529049876,
151,10,5,decomp,optimal,0.14714527130126953,93.16543529049878,
152,10,6,direct,optimal,0.5635857582092285,186.35687422112935,
153,10,6,decomp,optimal,0.13151860237121582,186.35687422112935,
154,10,7,direct,optimal,1.4087398052215576,90.89846134032929,
155,10,7,decomp,optimal,0.1315152645111084,90.8984613403293,
156,10,8,direct,optimal,0.47011590003967285,91.94243069200584,
157,10,8,decomp,optimal,0.13152050971984863,91.94243059587428,
158,10,9,direct,optimal,0.6706454753875732,117.05668236282777,
159,10,9,decomp,optimal,0.15901637077331543,117.05668236282779,
160,11,0,direct,optimal,1.0404658317565918,74.20423107533323,
161,11,0,decomp,optimal,0.15368175506591797,74.20423107533323,
162,11,1,direct,optimal,0.5701708793640137,94.74370033661901,
163,11,1,decomp,optimal,0.13808703422546387,94.74370033661901,
164,11,2,direct,optimal,1.1343457698822021,137.12825913063745,
165,11,2,decomp,optimal,0.1471726894378662,137.12825913063745,
166,11,3,direct,optimal,1.1809544563293457,51.77490309692342,
167,11,3,decomp,optimal,0.20056748390197754,51.77490309692337,
168,11,4,direct,optimal,0.8330976963043213,115.95857399705942,
169,11,4,decomp,optimal,0.18174266815185547,115.95857399705942,
170,11,5,direct,optimal,1.174187183380127,108.68476813290316,
171,11,5,decomp,optimal,0.1691122055053711,108.68476813290316,
172,11,6,direct,optimal,1.1873433589935303,112.78681233441019,
173,11,6,decomp,optimal,0.13151192665100098,112.78681233441019,
174,11,7,direct,optimal,1.1330320835113525,103.67305944655064,
175,11,7,decomp,optimal,0.12908673286437988,103.67305944655064,
176,11,8,direct,optimal,0.5326364040374756,99.01141640933604,
177,11,8,decomp,optimal,0.20704293251037598,99.01141640933604,
178,11,9,direct,optimal,0.6169660091400146,114.91444408214754,
179,11,9,decomp,optimal,0.16928577423095703,114.91444408214753,
180,12,0,direct,optimal,0.8399815559387207,144.2559874377707,
181,12,0,decomp,optimal,0.15894031524658203,144.2559874377707,
182,12,1,direct,optimal,0.5391030311584473,168.80155150740845,
183,12,1,decomp,optimal,0.11327981948852539,168.80155150740802,
184,12,2,direct,optimal,0.4791908264160156,54.75130934080232,
185,12,2,decomp,optimal,0.13152027130126953,54.75130934080232,
186,12,3,direct,optimal,0.5705955028533936,137.3997424247212,
187,12,3,decomp,optimal,0.1627950668334961,137.39974242472076,
188,12,4,direct,optimal,0.5703732967376709,163.17660247438027,
189,12,4,decomp,optimal,0.1849374771118164,163.17660247438027,
190,12,5,direct,optimal,0.6482546329498291,108.62462857682954,
191,12,5,decomp,optimal,0.16929006576538086,108.62462857682954,
192,12,6,direct,optimal,0.47010302543640137,127.31628329561494,
193,12,6,decomp,optimal,0.16929125785827637,127.31628329561494,
194,12,7,direct,optimal,0.7394285202026367,171.3815848143206,
195,12,7,decomp,optimal,0.11590790748596191,171.3815848143206,
196,12,8,direct,optimal,0.6797635555267334,127.61212577408067,
197,12,8,decomp,optimal,0.1471407413482666,127.61212577408067,
198,12,9,direct,optimal,1.1996352672576904,181.22313598671948,
199,12,9,decomp,optimal,0.12107419967651367,181.22313598671948,
200,13,0,direct,optimal,0.9493863582611084,90.15765838244805,
201,13,0,decomp,optimal,0.1582624912261963,90.15765838244805,
202,13,1,direct,optimal,0.5703978538513184,178.4122984888412,
203,13,1,decomp,optimal,0.13790345191955566,178.4122984888412,
204,13,2,direct,optimal,1.3031461238861084,101.47469282351422,
205,13,2,decomp,optimal,0.14525318145751953,101.47469282351422,
206,13,3,direct,optimal,0.7019162178039551,60.22105078941401,
207,13,3,decomp,optimal,0.1849062442779541,60.22105078941401,
208,13,4,direct,optimal,0.9282011985778809,148.33645423900074,
209,13,4,decomp,optimal,0.1784050464630127,148.33645423900072,
210,13,5,direct,optimal,1.0493617057800293,120.71669158808768,
211,13,5,decomp,optimal,0.1471419334411621,120.71669158808768,
212,13,6,direct,optimal,0.563835859298706,120.82205094966547,
213,13,6,decomp,optimal,0.13151264190673828,120.82205094966534,
214,13,7,direct,unbounded,0.7551789283752441,,Problem is unbounded
215,13,7,decomp,optimal,0.1849348545074463,119.18854560614551,
216,13,8,direct,optimal,0.5391595363616943,94.55520816802697,
217,13,8,decomp,optimal,0.16928386688232422,94.55520816802692,
218,13,9,direct,optimal,0.523230791091919,255.52380906852727,
219,13,9,decomp,optimal,0.14011383056640625,255.5238090685273,
220,14,0,direct,optimal,1.1143484115600586,36.832525727528214,
221,14,0,decomp,optimal,0.21616816520690918,36.832525731311435,
222,14,1,direct,optimal,0.3476898670196533,165.21166142440723,
223,14,1,decomp,optimal,0.15278291702270508,165.21166142440723,
224,14,2,direct,optimal,0.6172759532928467,66.4179711056421,
225,14,2,decomp,optimal,0.2179737091064453,66.41797110564204,
226,14,3,direct,optimal,0.48561930656433105,123.84409407230349,
227,14,3,decomp,optimal,0.19495010375976562,123.84409407230348,
228,14,4,direct,optimal,0.7331533432006836,124.1785261011839,
229,14,4,decomp,optimal,0.18494009971618652,124.1785261011839,
230,14,5,direct,optimal,0.48549699783325195,210.9018541583987,
231,14,5,decomp,optimal,0.15366649627685547,210.9018541583987,
232,14,6,direct,optimal,1.0027885437011719,111.23690927716609,
233,14,6,decomp,optimal,0.19658279418945312,111.23690927716609,
234,14,7,direct,optimal,0.5703685283660889,127.57220070009265,
235,14,7,decomp,optimal,0.21062493324279785,127.57220070009264,
236,14,8,direct,optimal,0.4167189598083496,67.03779268680928,
237,14,8,decomp,optimal,0.1573936939239502,67.03779268680927,
238,14,9,direct,optimal,1.2020788192749023,96.80866033714017,
239,14,9,decomp,optimal,0.18053770065307617,96.80866033714017,
240,15,0,direct,optimal,0.3854799270629883,110.06555013148062,
241,15,0,decomp,optimal,0.17816710472106934,110.06555013148062,
242,15,1,direct,optimal,0.9181640148162842,152.5874994839511,
243,15,1,decomp,optimal,0.1717534065246582,152.5874994839511,
244,15,2,direct,optimal,0.5544593334197998,147.86936558511118,
245,15,2,decomp,optimal,0.1984851360321045,147.86936558511118,
246,15,3,direct,optimal,0.47016453742980957,42.64577000750741,
247,15,3,decomp,optimal,0.23830938339233398,42.645770007507465,
248,15,4,direct,optimal,1.20306396484375,203.07140024342354,
249,15,4,decomp,optimal,0.14411497116088867,203.0714002434236,
250,15,5,direct,optimal,0.7709519863128662,97.4811216851505,
251,15,5,decomp,optimal,0.20040082931518555,97.4811216851505,
252,15,6,direct,optimal,0.5482416152954102,124.89626765640773,
253,15,6,decomp,optimal,0.18490386009216309,124.89626765640742,
254,15,7,direct,optimal,0.5392003059387207,126.05829136440556,
255,15,7,decomp,optimal,0.20977520942687988,126.05829136440556,
256,15,8,direct,optimal,0.4857614040374756,137.20848881312088,
257,15,8,decomp,optimal,0.8627846240997314,137.20848881312088,
258,15,9,direct,optimal,0.33179354667663574,142.09913467537464,
259,15,9,decomp,optimal,0.20195674896240234,142.0991346753748,
260,16,0,direct,optimal,0.6641786098480225,103.68612658572829,
261,16,0,decomp,optimal,0.21708440780639648,103.68612658572835,
262,16,1,direct,optimal,0.7329025268554688,55.62026239671255,
263,16,1,decomp,optimal,0.1573491096496582,55.62026239671254,
264,16,2,direct,optimal,0.7492208480834961,72.2133963209362,
265,16,2,decomp,optimal,0.18147921562194824,72.21339632093614,
266,16,3,direct,optimal,0.7561829090118408,221.95245163710055,
267,16,3,decomp,optimal,0.15125751495361328,221.9524516371006,
268,16,4,direct,optimal,0.81754469871521,167.16235370622425,
269,16,4,decomp,optimal,0.22782611846923828,167.16235370622275,
270,16,5,direct,optimal,0.43237900733947754,111.07599270102276,
271,16,5,decomp,optimal,0.17390704154968262,111.07599268431738,
272,16,6,direct,optimal,0.7396159172058105,183.6134630214806,
273,16,6,decomp,optimal,0.15346574783325195,183.6134630214806,
274,16,7,direct,optimal,0.570441484451294,196.52419314692884,
275,16,7,decomp,optimal,0.17288756370544434,196.52419314692864,
276,16,8,direct,optimal,0.870934247970581,85.93970771013292,
277,16,8,decomp,optimal,0.20053672790527344,85.93970771013292,
278,16,9,direct,optimal,0.932990312576294,145.28373493130636,
279,16,9,decomp,optimal,0.21621394157409668,145.28373493130695,
280,17,0,direct,optimal,0.9866151809692383,104.51772477111241,
281,17,0,decomp,optimal,0.23223567008972168,104.51772477111246,
282,17,1,direct,optimal,0.8175504207611084,23.120896185624296,
283,17,1,decomp,optimal,0.23117637634277344,23.12089615562451,
284,17,2,direct,optimal,0.48572397232055664,157.16797055131414,
285,17,2,decomp,optimal,0.2001335620880127,157.16797055131414,
286,17,3,direct,optimal,0.5323965549468994,136.0418936454102,
287,17,3,decomp,optimal,0.2161846160888672,136.0418936454099,
288,17,4,direct,optimal,0.570324182510376,128.77471158772303,
289,17,4,decomp,optimal,0.17039227485656738,128.77471158772303,
290,17,5,direct,optimal,0.5027890205383301,242.7939491325643,
291,17,5,decomp,optimal,0.18490815162658691,242.7939491325643,
292,17,6,direct,optimal,1.0021922588348389,136.08390733670802,
293,17,6,decomp,optimal,0.19962048530578613,136.08390733670802,
294,17,7,direct,optimal,0.4386324882507324,79.98311567868231,
295,17,7,decomp,optimal,0.22266912460327148,79.98311567868232,
296,17,8,direct,optimal,0.3698697090148926,78.16841584527256,
297,17,8,decomp,optimal,0.1849064826965332,78.16841584527256,
298,17,9,direct,optimal,0.32269883155822754,116.38597650742472,
299,17,9,decomp,optimal,0.2353992462158203,116.38597650742472,
300,18,0,direct,optimal,0.8712131977081299,116.56955469404907,
301,18,0,decomp,optimal,0.2737762928009033,116.56955469404907,
302,18,1,direct,optimal,0.7641866207122803,102.55714273786882,
303,18,1,decomp,optimal,0.24953293800354004,102.55714273786884,
304,18,2,direct,optimal,0.4544789791107178,175.14528684674232,
305,18,2,decomp,optimal,0.1593914031982422,175.14528684674232,
306,18,3,direct,optimal,0.4661080837249756,163.49772046053963,
307,18,3,decomp,optimal,0.18546819686889648,163.49772046053965,
308,18,4,direct,optimal,0.3320302963256836,78.77058494897427,
309,18,4,decomp,optimal,0.23124194145202637,78.77058494897429,
310,18,5,direct,optimal,0.6326329708099365,56.09539649566042,
311,18,5,decomp,optimal,0.26256728172302246,56.095396495660424,
312,18,6,direct,optimal,0.6861093044281006,91.10692595216896,
313,18,6,decomp,optimal,0.19767260551452637,91.10692595216896,
314,18,7,direct,optimal,0.4477555751800537,76.10068580895152,
315,18,7,decomp,optimal,0.24238157272338867,76.10068580895152,
316,18,8,direct,optimal,1.0822749137878418,209.63006104289693,
317,18,8,decomp,optimal,0.17958974838256836,209.6300610428966,
318,18,9,direct,optimal,0.7396743297576904,101.65747561025078,
319,18,9,decomp,optimal,0.1849656105041504,101.6574756102507,
320,19,0,direct,optimal,0.9556317329406738,121.84592508391663,
321,19,0,decomp,optimal,0.25392746925354004,121.84592508391702,
322,19,1,direct,optimal,0.34768247604370117,105.49585928171724,
323,19,1,decomp,optimal,0.21115398406982422,105.49585928171724,
324,19,2,direct,optimal,0.6860082149505615,91.75799949354146,
325,19,2,decomp,optimal,0.2217552661895752,91.75799949354146,
326,19,3,direct,optimal,0.4232146739959717,157.33089906824608,
327,19,3,decomp,optimal,0.22872638702392578,157.33089906824603,
328,19,4,direct,optimal,0.5800015926361084,122.0986469517831,
329,19,4,decomp,optimal,0.2125248908996582,122.0986469517831,
330,19,5,direct,optimal,0.6865723133087158,126.26908414411709,
331,19,5,decomp,optimal,0.18676161766052246,126.26908414411709,
332,19,6,direct,optimal,0.8271164894104004,162.39072376664538,
333,19,6,decomp,optimal,0.20053815841674805,162.3907237666454,
334,19,7,direct,optimal,1.0929887294769287,121.49869238312365,
335,19,7,decomp,optimal,0.2420670986175537,121.49869238312365,
336,19,8,direct,optimal,0.8334400653839111,179.9820958654878,
337,19,8,decomp,optimal,0.18042302131652832,179.9820958654878,
338,19,9,direct,optimal,0.5170068740844727,210.87414447893124,
339,19,9,decomp,optimal,0.19550752639770508,210.87414447893127,
340,20,0,direct,optimal,0.8395800590515137,52.058185669856194,
341,20,0,decomp,optimal,0.3164668083190918,52.05818567516195,
342,20,1,direct,optimal,0.46360015869140625,133.32697869660498,
343,20,1,decomp,optimal,0.2630422115325928,133.32697869660504,
344,20,2,direct,optimal,0.4788937568664551,104.81245549669985,
345,20,2,decomp,optimal,0.20052599906921387,104.81245549669987,
346,20,3,direct,optimal,0.5326361656188965,68.73832943612514,
347,20,3,decomp,optimal,0.26628637313842773,68.73832943612513,
348,20,4,direct,optimal,0.7016541957855225,72.79191733159952,
349,20,4,decomp,optimal,0.2539858818054199,72.79191733159952,
350,20,5,direct,optimal,0.4701101779937744,155.4741641021521,
351,20,5,decomp,optimal,0.18491005897521973,155.4741641021521,
352,20,6,direct,optimal,0.6705677509307861,63.88925969392298,
353,20,6,decomp,optimal,0.1965196132659912,63.88925969392301,
354,20,7,direct,optimal,0.40109896659851074,132.82878229840384,
355,20,7,decomp,optimal,0.25806665420532227,132.82878229840367,
356,20,8,direct,optimal,0.4646148681640625,100.62421300754447,
357,20,8,decomp,optimal,0.2317807674407959,100.62421300754445,
358,20,9,direct,optimal,0.5013823509216309,156.7681723200276,
359,20,9,decomp,optimal,0.19954562187194824,156.76817232002756,
360,21,0,direct,optimal,0.6338927745819092,62.525634277958794,
361,21,0,decomp,optimal,0.2335071563720703,62.52563427795879,
362,21,1,direct,optimal,0.9869942665100098,116.7312262957455,
363,21,1,decomp,optimal,0.27805471420288086,116.7312262957455,
364,21,2,direct,optimal,0.36867833137512207,109.95403426083266,
365,21,2,decomp,optimal,0.23995184898376465,109.95403426083266,
366,21,3,direct,optimal,0.5856888294219971,158.8535388417502,
367,21,3,decomp,optimal,0.22623586654663086,158.8535388417502,
368,21,4,direct,optimal,1.2107055187225342,86.86161780430689,
369,21,4,decomp,optimal,0.27286648750305176,86.86161780430689,
370,21,5,direct,optimal,0.7240955829620361,115.78957954249478,
371,21,5,decomp,optimal,0.23835086822509766,115.78957954249434,
372,21,6,direct,optimal,0.3372769355773926,73.3263181707011,
373,21,6,decomp,optimal,0.2631049156188965,73.3263181707011,
374,21,7,direct,optimal,0.8178393840789795,175.3115839752139,
375,21,7,decomp,optimal,0.2776641845703125,175.31158397521384,
376,21,8,direct,optimal,0.43208980560302734,92.92679774462529,
377,21,8,decomp,optimal,0.21413016319274902,92.92679774462529,
378,21,9,direct,optimal,0.4857006072998047,62.56614763369308,
379,21,9,decomp,optimal,0.2671208381652832,62.566147633693085,
